Rule Name,Category,Category II,Category III,Payer,State,Last Reviewed,Date Updated,Description of Billing Rule (See Conditions tab for alert message),Description,NOTES/Resources,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV2,Medicine Services and Procedures,"Physical, Speech, Occupational Therapy",Payer,UHC,,4/24/23,4/24/23,"HCPCS modifiers GN, GO and GP may be reported with occupational, physical, or speech therapy codes to distinguish timed procedures provided by different specialists within a multi-specialty group.",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/attachments/reimbursement/Required-Mod-Table-Policy-List.pdf,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/attachments/reimbursement/Required-Mod-Table-Policy-List.pdf,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV20,Medicine Services and Procedures,(94002-94799),Coding,,,4/27/23,4/27/23,Review CPT versus place of service. 94002-94003 should be billed in an inpatient/outpatient place of service only.,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV21,Medicine Services and Procedures,(90832-90838) Psychotherapy Services and Procedures,Coding,,,4/27/23,4/27/23,"Code first 99202-99255,99304-99316, 99341-99350 with psychotherapy add on code",CPT guidelines,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV22,Medicine Services and Procedures,,,,,4/27/23,4/27/23,Place of service for G0399 and G0400 should be 12 (HOME),,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV23,Medicine Services and Procedures,J-codes,Coding,,,3/17/23,,Verify units for J-codes,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV24,Medicine Services and Procedures,(95115-95199) Allergen Immunotherapy Services and Procedures,Coding,,,3/17/23,,"95115 and 95117 cannot be billed together. If multiple injections give, only bill 95117.",,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV25,Medicine Services and Procedures,(98940-98943) Chiropractic Manipulative Treatment Procedures,Payer,Medicare,,5/26/22,,"The AT modifier is required under Medicare billing to receive reimbursement for CPT codes 98940-98942. AT modifier is used only when chiropractors bill for active/corrective treatment (acute and chronic care). Every chiropractic claim for 98940/98941/98942, should include the AT modifier if active/corrective treatment is being performed. Do not use modifier AT for maintenance therapy.",,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV26,Medicine Services and Procedures,(98940-98943) Chiropractic Manipulative Treatment Procedures,Payer,Medicare,,5/26/22,,"The initial treatment or the date of exacerbation of the existing condition must be included on a claim for chiropractic services.  Add the date in the claims details section field ""Date of Current"" and ""First Date"".  Also add ""454 Initial Treatment"" to the field ""First Type"".",,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV27,Medicine Services and Procedures,Modifier 59,Coding,,,5/27/22,,"Modifier 59 should not be appended to 97124,97140 (physical mediciane modalities and procedures) if performed on the same body area as the manipulation services",,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV28,Medicine Services and Procedures,,,Highmark,,5/27/22,,Moderate to High Complexity E/M codes 99214/99215 are not allowed on same day as CMT 98940-98943 when performed by the same provider.,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV29,Medicine Services and Procedures,,,Highmark,,5/27/22,,Moderate to High Complexity E/M codes 99214/99215 are not allowed on same day as 97161-97172 when performed by the same provider. ,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV30,Medicine Services and Procedures,Modifiers,,,,,6/29/22,"Modifiers RT,LT and 50 are not appropriate for J-codes unless payer specific guidelines require their use.",,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV3,Medicine Services and Procedures,"Physical, Speech, Occupational Therapy",Payer,Medicare,,4/24/23,4/24/23,"“Always Therapy” HCPCS codes require a GN, GO, or GP modifier, as appropriate. ",https://www.cms.gov/Medicare/Billing/TherapyServices/AnnualTherapyUpdate,https://www.cms.gov/Outreach-and-Education/Medicare-Learning-Network-MLN/MLNMattersArticles/downloads/MM10176.pdf,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV4,Medicine Services and Procedures,"Physical, Speech, Occupational Therapy",Payer,Medicare,,4/24/23,,Codes Requiring the “GN” Therapy Modifier are present.,https://www.cms.gov/Medicare/Billing/TherapyServices/AnnualTherapyUpdate,https://www.cms.gov/Medicare/Billing/TherapyServices/AnnualTherapyUpdate,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV5,Medicine Services and Procedures,"Physical, Speech, Occupational Therapy",Payer,Medicare,,4/24/23,,Codes Requiring the “GO” Therapy Modifier are present.,https://www.cms.gov/Medicare/Billing/TherapyServices/AnnualTherapyUpdate,https://www.cms.gov/Medicare/Billing/TherapyServices/AnnualTherapyUpdate,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV6,Medicine Services and Procedures,"Physical, Speech, Occupational Therapy",Payer,Medicare,,4/24/23,,Codes Requiring the “GP” Therapy Modifier are present.,https://www.cms.gov/Medicare/Billing/TherapyServices/AnnualTherapyUpdate,https://www.cms.gov/Medicare/Billing/TherapyServices/AnnualTherapyUpdate,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV7,Medicine Services and Procedures,,Coding,,,4/24/23,,"Per NCCI guidance, placement of peripheral vascular access devices is integral to IV infusion and injections and not separately reportable (e.g., 36000—introduction of needle/catheter into vein), 36410—venipuncture). Review chart documentation to determine if a modifier is appropriate.",,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV8,Medicine Services and Procedures,"(96365-96379) Therapeutic, prophylactic, and diagnostic injections & infusions ",Coding,,DELETE (Duplicate of UNVSL9),,4/5/23,96372 is present without drug (J code).  Review chart for drug used. Add drug if clinic supplied.,Missing J code,,,,,,,,,,,,,,,,,,,,,,,,,
MEDSV9,Medicine Services and Procedures,(95115-95199) Allergen Immunotherapy Services and Procedures,Coding,,,3/17/23,,99211 may not be separately reimbursable with allergy immunotherapy injections. (95115/95117),,,,,,,,,,,,,,,,,,,,,,,,,,
MIMCD1,Universal,,Payer,Medicaid,Michigan,6/25/21,,Providers who bill physician administered drugs (injectable and non-injectable) separately to Medicaid must report the National Drug Code (NDC) and its supplemental information in addition to the corresponding procedure code (CPT or HCPCS) to assist Medicaid in collecting rebates.,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMCD2,Always Therapy,"Physical, Speech, Occupational Therapy",Payer,Medicaid,Michigan,,,"Therapy services must be reported using the appropriate therapy modifier to distinguish the discipline under which the service is delivered. In addition, when services are habilitative, they must be reported with the appropriate modifier that represents the nature of the therapy. Maintenance therapy visits should also include the MDHHS designated maintenance modifier.",https://www.mdch.state.mi.us/dch-medicaid/manuals/MedicaidProviderManual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
MIMCD3,VFC Vaccines,,Payer,Medicaid,Michigan,9/18/23,9/18/23,Immunizations included in the Vaccine For Children (VFC) Program are free to providers so the charge for these vaccines must be reported as $0.00 (zero dollars).,https://www.mdch.state.mi.us/dch-medicaid/manuals/MedicaidProviderManual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
MIMCD4,Labs Referring Provider,,Payer,Medicaid,Michigan,,,All clinical lab services billed to Medicaid must have a referring/ordering Medicaid provider name and NPI.,https://www.mdch.state.mi.us/dch-medicaid/manuals/MedicaidProviderManual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
MIMCD5,Bilateral Xrays,,Payer,Medicaid,Michigan,,,"If bilateral x-rays are performed on extremities, report on two service lines with modifier RT on one and modifier LT on the other. ",,,,,,,,,,,,,,,,,,,,,,,,,,
MIMCD6,Referring Provider,,Payer,Medicaid,Michigan,,,Diagnostic radiology services that are a result of a physician’s order or referral require the submission of the referring/ordering Medicaid provider name and NPI.,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMCD7,Labs - CLIA Waived,Modifiers,Payer,Medicaid,Michigan,,,"When billing Medicaid for services rendered, providers performing tests that use waived methodologies must enter the QW modifier with the appropriate Current Procedural Terminology (CPT) code to denote the waived test.",,,,,,,,,,,,,,,,,,,,,,,,,,
MIMCD8,Telehealth,,Payer,Medicaid,Michigan,,,"For services provided through telepractice, each procedure code must include the modifier GT.",,,,,,,,,,,,,,,,,,,,,,,,,,
MIMCD9,Preven and Sick visit,,Payer,Medicaid,Michigan,,,"A preventive medicine E/M visit and another E/M visit on the same date are billed separately if, during the preventive visit, a problem or abnormality is detected which requires additional work which meets the key component requirements of a problemoriented E/M visit. When this occurs, bill the office/outpatient E/M procedure code using modifier 25 and bill the preventive E/M visit without using a modifier. Refer to CPT guidelines for additional information. ",,,,,,,,,,,,,,,,,,,,,,,,,,
MUSCUL1,Musculoskeletal System,,Coding,,,3/17/23,,27096 includes fluoroscopic guidance (77002-77003),,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO1,Nervous System,,Coding,,,5/30/23,5/30/23,G0453 is missing the primary procedure code.,,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO10,Nervous System,,Coding,,,3/17/23,,64462 is missing the primary procedure. Use 64462 in conjunction with 64461.,,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO11,Nervous System,,Coding,,,3/17/23,,"95885 or 95886 is missing the primary procedure code. Use 95885, 95886 in conjunction with 95907-95913.",,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO12,Nervous System,,Payer,"Medicare,United Healthcare",,5/30/23,5/30/23,Medicare/United Healthcare:  Code 95941 is considered invalid for reimbursement purposes. See code G0453.,,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-reimbursement/COMM-Intraoperative-Neuromonitoring-Policy.pdf,,,,,,,,,,,,,,,,,,,,,,,,
NEURO13,Nervous System,,Coding,,,3/17/23,,"Review place of service: The American Academy of Neurology states IONM services should be performed in Place of Service (POS) 19, 21, 22 or 24. ",,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO14,Nervous System,,Coding,,,3/17/23,,"Per CPT guidelines, do not report 62321, 62323, 62325, 62327 in conjunction with 77003, 77012, 76942.",,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO15,Nervous System,,Coding,,,4/24/23,,Injection code is present without a drug. Review chart for drug used. Add drug if office supplied.,,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO16,Nervous System,"(64600-64681) Destruction by neurolytic angent (eg, Chemical, Thermal, Electrical or Radiofrequency) and chemodenervation procedures on the extracranial nerves, peripheral nerves, and autonomic nervous system",Coding,,,4/13/23,,"64643 is missing the primary procedure.  Code first (64642, 64644) for each extremity. ",,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO17,Nervous System,"(64600-64681) Destruction by neurolytic angent (eg, Chemical, Thermal, Electrical or Radiofrequency) and chemodenervation procedures on the extracranial nerves, peripheral nerves, and autonomic nervous system",Coding,,,4/13/23,,64645 is missing the primary procedure.  Code first 64644 for each extremity. ,,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO18,Nervous System,69990 with 61781/61782,Coding,,,4/13/23,4/13/23,"Per CMS, 69990-59 can be billed with 61781/61782 as long as a surgery approved to bill with 69990 is also coded.",,Medicare NCCI 2022 Coding Policy Manual – Chap8CPTCodes -60000-69999,,,,,,,,,,,,,,,,,,,,,,,,
NEURO19,Nervous System,95907-95913 with 95860-95864,,,,5/30/23,5/30/23,"When a EMG is performed with nerve conduction studies (95907-95913), see 95885-95887 instead of 95860-95864.	",,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO20,Nervous System,EMG/Nerve Conduction Studies,Coding,Medicare,,5/30/23,5/30/23,Both a nerve conduction velocity study and an electromyogram must be performed involving the nerve(s) being studied on the same date of service in order to be reimbursed for those procedures. Only exception is for Carpal Tunnel Syndrome.,,https://www.cms.gov/medicare-coverage-database/view/article.aspx?articleId=56619&ver=22,,,,,,,,,,,,,,,,,,,,,,,,
NEURO2,Nervous System,,Coding,,,4/25/23,,SSEP in upper and lowers limbs should be reported with code 95938,,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO3,Nervous System,,Coding,,,4/25/23,,"95928 and 95929 should not be reported together.  See 95939 (Central motor evoked potential study (transcranial motor stimulation),in upper and lower limbs).",,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO4,Nervous System,,Coding,,,3/15/23,3/15/23,"95941 is missing the primary procedure code. Use 95941 in conjunction with the study performed: 92653, 95822, 95860-95870, 95907-95913, 95925, 95926, 95927, 95928, 95929, 95930-95937, 95938, 95939",,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO5,Nervous System,,Coding,,,4/25/23,,"Missing primary procedure code. Use 95873, 95874 in conjunction with 64612, 64615, 64616, 64642, 64643, 64644, 64645, 64646, 64647",,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO6,Nervous System,,Coding,,,4/25/23,,Injection code is present without a drug. Review chart for drug used. Add drug if clinic supplied. **This alert will apply to multiple specialities // APPLY PLACE OF SERVICE CONDITION BASED ON CLIENT**,,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO7,Nervous System,,Coding,,,4/25/23,,Destruction of Neurolytic Agent or Chemodenervation code is present without a drug. Review chart for drug used. Add drug if clinic supplied.,,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO8,Nervous System,,Coding,,,4/13/23,,64480 is missing the primary procedure. Use 64480 in conjunction with 64479,,,,,,,,,,,,,,,,,,,,,,,,,,
NEURO9,Nervous System,,Coding,,,4/13/23,,64484 is missing the primary procedure. Use 64484 in conjunction with 64483.,,,,,,,,,,,,,,,,,,,,,,,,,,
NJBCBS1,Incident to billing,,Payer,Horizon,New Jersey,2/7/22,2/7/22,"An SA modifier should be appended to all codes submitted for non-surgical services rendered by a Physician Assistant (PA), Certified Nurse Midwife (CNM), Clinical Nurse Specialist (CNS), Nurse Practitioner (NP), Advanced Practice Registered Nurse (APRN)",,,,,,,,,,,,,,,,,,,,,,,,,,
OBGYN1,Maternity Care and Delivery,Global visits,Coding,,,4/25/23,,"Review payer guidelines for antepartum care.  Depending on the total number of patient encounters, most payers require global obstetric codes to be reported. For one to three antepartum care visits, see the appropriate E/M code. 59425 includes four to six visits. 59426 covers seven or more visits.",,,,,,,,,,,,,,,,,,,,,,,,,,
OBGYN10,Maternity Care and Delivery,,Coding,,,4/25/23,,"Postpartum care visit (0503F) Excludes: patients who are seen for a condition unrelated to routine uncomplicated postpartum care. The visit should be reported separately with the appropriate inpatient or outpatient Evaluation and Management code, using the condition unrelated to routine postpartum care as the primary diagnosis code.",,,,,,,,,,,,,,,,,,,,,,,,,,
OBGYN11,Maternity Care and Delivery,,Payer,United Healthcare Commercial,,4/25/23,,Review United Healthcare payer guidelines. ICD-10-CM diagnosis codes listed identify complications or high risk conditions.,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGYN12,Maternity Care and Delivery,,Payer,BCBS,"IN, MO, WI",4/27/21,,Review Anthem BCBS Payer Guidelines. Additional office visits are eligible for separate reimbursement for any unrelated condition and when the E/M is reported with a diagnosis code not related to a normal pregnancy diagnosis.,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGYN13,Maternity Care and Delivery,,Payer,BCBS,"IN, MO, WI",4/27/21,,Review Anthem BCBS Payer Guidelines. The Health Plan defines normal pregnancy by one or more ICD-10 codes on the claim.  Review guidelines if billing E/M codes outside of global codes.  Remove normal pregnancy codes when billing E/M visits  for any unrelated condition and when the E/M is reported with a diagnosis code not related to a normal pregnancy diagnosis. ,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGYN14,Maternity Care and Delivery,,Payer,BCBS,"IN, MO, WI",4/27/21,,Review Anthem BCBS Payer Guidelines. Medical problems complicating labor and delivery management may require additional resources and should be identified by utilizing the appropriate CPT codes in the Medicine and Evaluation and Management Services section of the CPT manual in addition to codes for maternity care. ,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGYN15,Maternity Care and Delivery,,Payer,BCBS,"GA, CO, ID, KY, ME, MO, NV, NH, OH, VA, WI  ",4/25/23,,Review Anthem BCBS Payer Guidelines. Anthem considers all E/M visits reported with a normal pregnancy and/or delivery diagnosis in the first diagnosis field to be included in the global obstetric services even when reported with any non-routine pregnancy diagnosis in subsequent diagnosis fields.,https://www.anthem.com/docs/public/inline/C-19005.pdf,https://www.anthem.com/docs/public/inline/C-19005.pdf,,,,,,,,,,,,,,,,,,,,,,,,
OBGYN16,Maternity Care and Delivery,,,,,4/25/23,,Z37.* cannot be used as primary dx. ,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGYN2,Maternity Care and Delivery,,Internal Process,Account specific,,4/25/23,,Add reporting codes for prenatal visits for tracking purposes.  0500F: Initial prenatal care visit or 0502F: Subsequent prenatal care visit.  ,,,,,,,,,,,,,,,,,,,,,,,,,,
